,Sector,Industry,"President, Chief Executive Officer & Director",Senior VP-Motor Company Product & Operations,Corporate headquarters,Symbol,Category
1,Consumer Durables,Motor Vehicles,Matt Levatich,Michelle A. Kumbier,"Milwaukee, Wisconsin",HOG,profile
