,Earnings growth (last year),Earnings growth (this year),Earnings growth (next 5 years),Revenue growth (last year),P/E ratio,Price/Sales,Price/Book,Symbol,Category
1,-1.34%,+1.79%,+4.30%,+13.56%,77.8,2.37,1.93,SO,growth_and_valuation
