,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Process Industries,Containers/Packaging,Steven C. Voorhees,Ward H. Dickson,"Richmond, Virginia",WRK,profile
