,Sector,Industry,"President, CEO & Non-Independent Director",Executive Vice President-Global Operations,Corporate headquarters,Symbol,Category
1,Consumer Non-Durables,Household/Personal Care,Matthew Thomas Farrell,Mark G. Conish,"Ewing, New Jersey",CHD,profile
