,Sector,Industry,Chief Executive Officer & Director,President & Chief Merchandising Officer,Corporate headquarters,Symbol,Category
1,Retail Trade,Specialty Stores,Gregory A. Sandfort,Steve K. Barbarick,"Brentwood, Tennessee",TSCO,profile
