,Sector,Industry,Chief Executive Officer & Director,President & Chief Customer Officer,Corporate headquarters,Symbol,Category
1,Retail Trade,Specialty Stores,Virginia C. Drosos,Sebastian Hobbs,"Hamilton, Hamilton",SIG,profile
