,Sector,Industry,"President, Chief Executive Officer & Director","Chief Financial Officer, CAO & Vice President",Corporate headquarters,Symbol,Category
1,Consumer Non-Durables,Food: Meat/Fish/Dairy,James P. Snee,James N. Sheehan,"Austin, Minnesota",HRL,profile
