,Sector,Industry,"Chairman, President & Chief Executive Officer",Executive Vice President-Operations,Corporate headquarters,Symbol,Category
1,Energy Minerals,Oil & Gas Production,David L. Stover,Gary W. Willingham,"Houston, Texas",NBL,profile
