,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Commercial Services,Advertising/Marketing Services,John D. Wren,Philip J. Angelastro,"New York, New York",OMC,profile
