,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer & EVP-Corporate Services,Corporate headquarters,Symbol,Category
1,Retail Trade,Home Improvement Chains,Craig A. Menear,Carol B. Tomé,"Atlanta, Georgia",HD,profile
