,Sector,Industry,Chief Executive Officer & Director,Senior Vice President-Operations,Corporate headquarters,Symbol,Category
1,Consumer Non-Durables,Tobacco,André Calantzopoulos,Antonio Marques,"New York, New York",PM,profile
