,Sector,Industry,Chief Executive Officer & Director,Chief Financial Officer,Corporate headquarters,Symbol,Category
1,Consumer Services,Publishing: Newspapers,Robert James Thomson,Susan Lee Panuccio,"New York, New York",NWSA,profile
