,Sector,Industry,Chairman & Chief Executive Officer,"President, Chief Operating Officer & Director",Corporate headquarters,Symbol,Category
1,Consumer Durables,Electronics/Appliances,Jeff M. Fettig,Marc Robert Bitzer,"Benton Harbor, Michigan",WHR,profile
