,Sector,Industry,Chairman & Chief Executive Officer,President & Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Process Industries,Industrial Specialties,Douglas M. Baker,Thomas W. Handley,"St. Paul, Minnesota",ECL,profile
