,Sector,Industry,"President, Chief Executive Officer & Director",Executive VP-Operations & Technical Services,Corporate headquarters,Symbol,Category
1,Energy Minerals,Oil & Gas Production,Doug Lawler,Jason M. Pigott,"Oklahoma City, Oklahoma",CHK,profile
