,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Vice President,Corporate headquarters,Symbol,Category
1,Technology Services,Data Processing Services,Carlos A. Rodriguez,Jan Siegmund,"Roseland, New Jersey",ADP,profile
