,Sector,Industry,"Chairman, President & Chief Executive Officer",Vice Chairman & Chief Financial Officer,Corporate headquarters,Symbol,Category
1,Finance,Major Banks,Beth Elaine Mooney,Donald R. Kimble,"Cleveland, Ohio",KEY,profile
