,Sector,Industry,"President, Chief Executive Officer & Director",Chief Operating Officer & Senior Vice President,Corporate headquarters,Symbol,Category
1,Electronic Technology,Aerospace & Defense,James J. Cannon,Thomas Aquinas Surran,"Wilsonville, Oregon",FLIR,profile
