,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Vice President-Finance,Corporate headquarters,Symbol,Category
1,Electronic Technology,Semiconductors,Sanjay Mehrotra,Ernest E. Maddock,"Boise, Idaho",MU,profile
