,Previous close,Today’s open,Day’s range,Volume,Average volume (3 months),Market cap,Dividend yield,Symbol,Category
1,39.59,39.67,39.49 - 40.07,3953925,5189494,$37.2B,2.51%,JCI,todays_trading
