,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Vice President,Corporate headquarters,Symbol,Category
1,Industrial Services,Contract Drilling,John W. Lindsay,Juan Pablo Tardio,"Tulsa, Oklahoma",HP,profile
