,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Retail Trade,Specialty Stores,Shira D. Goodman,Christine Tomlinson Komola,"Framingham, Massachusetts",SPLS,profile
