,Sector,Industry,Chairman & President,Chief Executive Officer & Director,Corporate headquarters,Symbol,Category
1,Distribution Services,Wholesale Distributors,James T. Ryan,Donald G. Macpherson,"Lake Forest, Illinois",GWW,profile
