,Sector,Industry,"President, Chief Executive Officer & Director",Chief Operating Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Producer Manufacturing,Industrial Machinery,Robert Scott Rowe,Thomas L. Pajonas,"Irving, Texas",FLS,profile
