,Sector,Industry,"Chairman, President & Chief Executive Officer",SVP-Global Operations & Integrated Supply Chain,Corporate headquarters,Symbol,Category
1,Producer Manufacturing,Building Products,David D. Petratis,Chris E. Muhlenkamp,"Dublin, Dublin",ALLE,profile
