,Sector,Industry,"Chairman, President & Chief Executive Officer","Chief Operating Officer, Director & EVP-Operations",Corporate headquarters,Symbol,Category
1,Energy Minerals,Oil & Gas Production,Thomas E. Jorden,Joseph R. Albi,"Denver, Colorado",XEC,profile
