,Sector,Industry,Chief Executive Officer & Director,"CFO, Treasurer & Principal Accounting Officer",Corporate headquarters,Symbol,Category
1,Retail Trade,Specialty Stores,Mary N. Dillon,Scott M. Settersten,"Bolingbrook, Illinois",ULTA,profile
