,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Retail Trade,Apparel/Footwear Retail,Richard A. Johnson,Lauren B. Peters,"New York, New York",FL,profile
