,Sector,Industry,Chairman & Chief Executive Officer,President,Corporate headquarters,Symbol,Category
1,Consumer Services,Casinos/Gaming,James Joseph Murren,William Joseph Hornbuckle,"Las Vegas, Nevada",MGM,profile
