,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer,Corporate headquarters,Symbol,Category
1,Energy Minerals,Oil & Gas Production,Vicki A. Hollub,Cedric W. Burgher,"Houston, Texas",OXY,profile
