,Sector,Industry,Chairman & Chief Executive Officer,President & Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Finance,Investment Managers,Sean M. Healey,Nathaniel Dalton,"West Palm Beach, Florida",AMG,profile
