,Sector,Industry,"Chairman, President & Chief Executive Officer","Senior VP-Operations, Engineering & Construction",Corporate headquarters,Symbol,Category
1,Utilities,Electric Utilities,Thomas F. Farrell,Scot C. Hathaway,"Richmond, Virginia",D,profile
