,Sector,Industry,Co-President & Director,Co-President & Director,Corporate headquarters,Symbol,Category
1,Retail Trade,Apparel/Footwear Retail,Peter E. Nordstrom,Erik B. Nordstrom,"Seattle, Washington",JWN,profile
