,Earnings growth (last year),Earnings growth (this year),Earnings growth (next 5 years),Revenue growth (last year),P/E ratio,Price/Sales,Price/Book,Symbol,Category
1,-16.19%,+12.44%,+9.19%,+17.93%,36.3,1.43,7.48,MAR,growth_and_valuation
