,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer,Corporate headquarters,Symbol,Category
1,Finance,Insurance Brokers/Services,Daniel S. Glaser,Mark Christopher McGivney,"New York, New York",MMC,profile
