,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Senior Vice President,Corporate headquarters,Symbol,Category
1,Electronic Technology,Electronic Equipment/Instruments,James A. Lico,Charles E. Mclaughlin,"Everett, Washington",FTV,profile
