,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Consumer Non-Durables,Apparel/Footwear,Mark G. Parker,Eric D. Sprunk,"Beaverton, Oregon",NKE,profile
