,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Operating Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Utilities,Electric Utilities,Thomas A. Fanning,Kimberly S. Greene,"Atlanta, Georgia",SO,profile
