,Sector,Industry,Executive Vice Chairman & Chief Executive Officer,Co-Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Retail Trade,Drugstore Chains,Stefano Pessina,Ornella Barra,"Deerfield, Illinois",WBA,profile
