,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer & Senior VP,Corporate headquarters,Symbol,Category
1,Energy Minerals,Integrated Oil,Darren W. Woods,Andrew P. Swiger,"Irving, Texas",XOM,profile
