,Sector,Industry,"Chairman, President & Chief Executive Officer","Executive VP, Chief Financial & Accounting Officer",Corporate headquarters,Symbol,Category
1,Technology Services,Packaged Software,Shantanu Narayen,Mark S. Garrett,"San Jose, California",ADBE,profile
