,Sector,Industry,Chairman & Chief Executive Officer,"President, Chief Operating Officer & Director",Corporate headquarters,Symbol,Category
1,Consumer Durables,Home Furnishings,Jeffrey S. Lorberbaum,W. Christopher Wellborn,"Calhoun, Georgia",MHK,profile
