,Sector,Industry,Chairman & Chief Executive Officer,President & Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Finance,Investment Banks/Brokers,Jeffrey Craig Sprecher,Charles A. Vice,"Atlanta, Georgia",ICE,profile
