,Sector,Industry,Chairman & Chief Executive Officer,"Vice Chairman, Chief Financial & Planning Officer",Corporate headquarters,Symbol,Category
1,Producer Manufacturing,Electrical Products,Craig Arnold,Richard H. Fearon,"Dublin, Dublin",ETN,profile
