,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Operating Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Energy Minerals,Oil & Gas Production,Lee K. Boothby,Gary D. Packer,"The Woodlands, Texas",NFX,profile
