,Sector,Industry,"President, CEO, Chief Operating Officer & Director",Chief Financial Officer & Senior Vice President,Corporate headquarters,Symbol,Category
1,Producer Manufacturing,Auto Parts: OEM,Kevin P. Clark,Joseph R. Massaro,"Gillingham, Kent",DLPH,profile
