,Sector,Industry,"President, Chief Executive Officer & Director",Chief Operating Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Consumer Durables,Homebuilding,Ryan R. Marshall,Harmon D. Smith,"Atlanta, Georgia",PHM,profile
