,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer & Senior Vice President,Corporate headquarters,Symbol,Category
1,Retail Trade,Internet Retail,Jeffrey P. Bezos,Brian T. Olsavsky,"Seattle, Washington",AMZN,profile
