,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Senior Vice President,Corporate headquarters,Symbol,Category
1,Electronic Technology,Electronic Components,Richard Adam Norwitt,Craig A. Lampo,"Wallingford, Connecticut",APH,profile
