,Sector,Industry,"President, Chief Executive Officer & Director",Vice President-Operations Services,Corporate headquarters,Symbol,Category
1,Consumer Durables,Home Furnishings,Karl G. Glassman,Dan C. Baldwin,"Carthage, Missouri",LEG,profile
