,Previous close,Today’s open,Day’s range,Volume,Average volume (3 months),Market cap,Dividend yield,Symbol,Category
1,102.08,102.34,102.11 - 103.69,1199247,1858429,$44.4B,2.91%,PRU,todays_trading
