,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Consumer Durables,Automotive Aftermarket,Richard J. Kramer,Laura K. Thompson,"Akron, Ohio",GT,profile
