,Sector,Industry,Chief Executive Officer & Director,Executive Vice President-Global Operations,Corporate headquarters,Symbol,Category
1,Health Technology,Biotechnology,Ludwig N. Hantson,Julie O'Neill,"New Haven, Connecticut",ALXN,profile
