,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Operating Officer & EVP-Operations,Corporate headquarters,Symbol,Category
1,Transportation,Airlines,Bradley D. Tilden,Benito Minicucci,"Seattle, Washington",ALK,profile
