,Sector,Industry,Chairman & Chief Executive Officer,Co-COO & Senior Vice President-Corporate Strategy,Corporate headquarters,Symbol,Category
1,Retail Trade,Apparel/Footwear Retail,John D. Idol,Cathy Marie Robinson,"London, Greater London",KORS,profile
