,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer & Senior Vice President,Corporate headquarters,Symbol,Category
1,Electronic Technology,Electronic Components,Wendell P. Weeks,R. Tony Tripeny,"Corning, New York",GLW,profile
