,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Consumer Services,Movies/Entertainment,Kenneth Wayne Lowe,Burton Jablin,"Knoxville, Tennessee",SNI,profile
