,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer & Senior EVP,Corporate headquarters,Symbol,Category
1,Consumer Services,Cable/Satellite TV,Brian L. Roberts,Michael J. Cavanagh,"Philadelphia, Pennsylvania",CMCSA,profile
