,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer,Corporate headquarters,Symbol,Category
1,Finance,Finance/Rental/Leasing,Richard D. Fairbank,Richard Scott Blackley,"McLean, Virginia",COF,profile
