,Sector,Industry,"President, Chief Executive Officer & Director",Senior Vice President-Operations,Corporate headquarters,Symbol,Category
1,Consumer Non-Durables,Food: Specialty/Candy,Mark T. Smucker,James Randal Day,"Orrville, Ohio",SJM,profile
