,Sector,Industry,Chairman & Chief Executive Officer,Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Process Industries,Chemicals: Major Diversified,Mark J. Costa,Curtis E. Espeland,"Kingsport, Tennessee",EMN,profile
