,Sector,Industry,Chairman & Chief Executive Officer,Senior Vice President-Operations,Corporate headquarters,Symbol,Category
1,Health Technology,Pharmaceuticals: Major,Richard A. Gonzalez,Azita Saleki-Gerhardt,"North Chicago, Illinois",ABBV,profile
