,Sector,Industry,"Chairman, President & Chief Executive Officer","SVP-Corporate Engineering, Technology & Operations",Corporate headquarters,Symbol,Category
1,Electronic Technology,Aerospace & Defense,Marillyn A. Hewson,Rodney A. Makoske,"Bethesda, Maryland",LMT,profile
