,Sector,Industry,Chief Executive Officer & Director,Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Finance,Real Estate Investment Trusts,Thomas M. Herzog,Thomas M. Klaritch,"Irvine, California",HCP,profile
